id,question,options,answer
c82e54eb-8f17-49ee-aa22-7a946cd55d7d-145357,a এর মান কত হলে →A=2ˆi+aˆj+ˆkA→=2i^+aj^+k^ এবং →E=4ˆi−2ˆj−2ˆkE→=4i^-2j^-2k^ ভেক্টরদ্বয় পরস্পর লম্ব হবে?,['3' '5' '9' '11'],A
7df3df7e-06b9-4260-a370-d458056ed6bf-89091,100V ব্যাটারির অভ্যন্তরীণ রোধ 5Ω । একটি ভোল্টমিটারে ঐ ব্যাটারির তড়িৎচ্চালক শক্তি মাপা হলে 30% ত্রুটি দেখা যায়। ভোল্টমিটারের রোধ কত?,['2.143 Ω' '11.67 Ω' '1.5 Ω' '3.5 Ω'],B
d5c2549d-2b39-4a16-b67b-465f76ffc0a0-119930,গ্রাম এককে একটি ইলেকট্রনের ভর কত?,['2.6 x 10-19' '9.1 x 10-31' '9.1 x 10-19' '9.1 x 10-28'],D
af12ea4e-5b63-46c9-9596-7a9173006165-126291,5kg ভরের একটি কণার ত্বরণ `veca=(5hati-3hatj-2hatk)` ms-2 এবং কণাটির সরণ `vecr=(3hati+2hatj+hatk)` m হলে সম্পাদিত কাজের পরিমাণ কত?,['35 J' '25 J' '28 J' '7 J'],A
78389cd9-d238-4f0b-b3d9-2d1e2bab6e26-46002,g-এর মান কোথায় সর্বাধিক?,['মেরু অঞ্চলে' 'বিষুব রেখায়' 'ভূ-কেন্দ্রে' 'ভূ-পৃষ্ঠ হতে অনেক দূরে'],A
752999a3-e654-4bbb-87a8-1c4082bd3166-114298,2m ফোকাস দৈর্ঘ্য বিশিষ্ট একটি উত্তল দর্পনের সামনে 6m দূরত্বে অবস্থিত বস্তুর প্রতিবিম্বটির বিবর্ধন M কত হবে?,['M=1/4' 'M=∞' 'M=1/2' 'M=0'],A
12774c9f-298e-49ab-8ecc-1865026e3abe-114742,অক্সিজেনের ত্রৈধবিন্দু 54.3584 অর্থ ?,"['অক্সিজেন তরলে পরিণত হবে' 'অক্সিজেন ৩-ডাইমেনশনে পাওয়া যাবে'
 'এটি তাপমাত্রার পরম স্কেল' 'কোনটিই নয়']",B
5d5dd01a-9a48-4e41-a657-aa6b6bf6f11c-18320,0°C তাপমাত্রার কোন গ্যাসের চাপ 5×105 Pa হলে 80°C তাপমাত্রায় এর চাপ কত হবে?,['6.465×105Pa' '6.465×106Pa' '6.465×107Pa' '6.455×108Pa'],A
0e935ae0-fc86-4878-8dbd-c897b9b8423e-58833,নিঃসরণ গ্রেটিং-এ প্রতি সেন্টিমিটারে কতটি দাগ থাকে?,"['75,000 টি' '20,000টি' '10,000টি' '50,000টি']",C
5dc2fab9-ff3b-447c-97ab-e21f8cf0e76b-107317,সূর্য থেকে আলো পৃথিবীতে আসতে সময় লাগে প্রায়,['2 min' '4 min' '8 min' '16 min'],C
36791a14-2829-4fb2-a761-6bea395e839d-141392,ব্যতিচার কয় ধরনের?,['2' '5' '3' '4'],A
658f3c97-5647-4018-96e0-d7f49e8857d1-52334,নিচের বিক্রিয়ায় X কণাটি কী?,['ইলেকট্রন' 'প্রোটন' 'নিউট্রন' 'ফোটন'],B
b8d7b6d1-52ca-4a36-a2e5-4904793b31c2-6458,কোনো চিড়ের প্রস্থ 4 × 10-4 cm । 5896 Å তরঙ্গদৈর্ঘ্যবিশিষ্ট আলো দিয়ে একে আলোকিত করলে কেন্দ্রীয় চরমের উভয় পার্শ্বে প্রথম ক্রম অবমগুলোর মধ্যবর্তী কৌণিক দূরত্ব নির্ণয় করো।,['17.26°' '18°' '16.95°' '8.44°'],C
03e40664-b41c-4ef5-a2b9-0e4c0f03d87d-141501,"যে মাধ্যমের প্রতিসরণাঙ্ক বেশি, সে মাধ্যমের আলোকীয় ঘনত্ব তত-",['কম' 'বেশি' 'সমান' 'কোনটিই নয়'],B
f927b35d-2742-4178-804e-38929af561fa-41692,একটি গতিশীল ইলেকট্রনের ভর me হলে নিচের কোনটি সঠিক?,"['me>9.11×10-31 kg' 'me<9.11×10-31 kg' 'me=9.11×10-31 kg'
 'me<<9.11×10-31 kg']",A
06c36208-f94f-4e72-9fed-30a5c60c469a-120834,সূর্যালোকের বিক্ষেপণের জন্য আকাশ কী রং ধারণ করে?,['সাদা' 'কালো' 'নীল' 'সবুজ'],C
b1d0302e-2cd2-4ec2-a06d-3e8d073e5a29-101600,S.I. পদ্ধতিতে Intensity of wave এর একক কোনটি?,['Js−1m−2' 'Js2m−2' 'Jsm−2' 'Js−2m−2'],A
47b25dce-246f-4b67-8f28-95bd16012e22-67341,প্রেসার কুকারে সহজে দ্রব্য সিদ্ধ হওয়ার কারণ-,"['পানির স্ফুটনাঙ্ক 100°C হতে বৃদ্ধি পায়'
 'পানির স্ফুটনাঙ্ক 100°C হতে কমে পায়'
 'পানির পরমাণুর Structure পরিবর্তন হয়' 'পানি H2 ও O2 এ ভাগ হয়ে যায়']",A
876cc254-f72f-4060-acc3-841166eab720-110784,"ফ্লেমিং এর বাম হস্ত নিয়মে চৌম্বকক্ষেত্র, তড়িৎ প্রবাহ ও চৌম্বক বল নির্দেশ করা হয় যথাক্রমে-","['মধ্যমা, তর্জনী ও বৃদ্ধাঙ্গুলি' 'তর্জনী, মধ্যমা ও বৃদ্ধাঙ্গুলি'
 'তর্জনী, বৃদ্ধাঙ্গুলি ও মধ্যমা' 'মধ্যমা, বৃদ্ধাঙ্গুলি ও তর্জনী']",B
4746425f-7a9d-475a-8c8c-a5d21e198e04-86225,আলো বক্রপথে অপটিক্যাল ফাইবারের মধ্য দিয়ে সঞ্চালিত হতে পারে। নিম্নের কোন ঘটনাটি একে ব্যাখ্যা করতে পারে?,['বিচ্ছুরণ' 'অপবর্তন' 'পূর্ণ-অভ্যন্তরীণ প্রতিফলন' 'ব্যতিচার'],C
a66758ba-66dc-4c02-af55-dd7c36f41c04-105068,সরু প্রিজমের ক্ষেত্রে কোনটি সঠিক?,['∂ = (i1+i2) -A' '∂ = A ( μ -1)' '∂ = μ ( A-1)' '∂ = A ( 1- μ)'],B
7720718c-89af-4410-83eb-730e9beaaa7c-109207,ফটো তড়িৎ ক্রিয়ায় আলোর প্রাবল্য বাড়ালে-,"['আপতিত ফোটনের সংখ্যা বাড়ে' 'ইলেকট্রনের গতিশক্তি বাড়ে'
 'ফোটনের সংখ্যা অপরিবর্তিত থাকে' 'নির্গত ইলেকট্রনের সংখ্যা কমে']",A
99fc3fd4-5ae2-4716-81a6-7b4c3daea0b2-129904,একটি চাকার ভর 5 kg এবং কোন অক্ষের সাপেক্ষে চক্রগতির ব্যাসার্ধ 0.2 m. এর জড়তার ভ্রামক কত?,['0.2 kg-m-2' '0.2 kg2m2' '0.2 kgm2' '0.2 kgm-1'],C
a03b406a-a624-43f5-a207-dcfd31314c93-93870,"লাল, নীল, সবুজ ও কমলা রংয়ের আলোর জন্য কোনো মাধ্যমের প্রতিসরণাঙ্ক যথাক্রমে μR, μv, μGও μ0 হলে- নিচের কোন সম্পর্কটি সঠিক?",['μR>μV>μG> μO' 'μR< μV< μG< μO' 'μR>μO>μG>μV' 'μR< μO< μG< μV'],D
a7253af1-dbf0-4385-ade6-1af73e0d0df0-37031,শব্দের তীব্রতা পরিমাপের একক কোনটি ? ,['Hz' 'Wm-2' 'Wm-1' 'dB'],B
ff152f2d-58b6-4708-92ee-6366ce56d42e-90843,প্রত্যাবর্তী প্রক্রিয়ার ক্ষেত্রে সঠিক নয় কোনটি?,"['Quasi-static' 'Non-dissipative' 'Spontaneous'
 'maintain thermodynamical equilibrium']",C
277bfb0f-c2f0-4746-b260-c3ac86ecdcf7-103191,প্রাসের গতিপথ কোনটি?,['প্যারাবোলা' 'হাইপারবোলা' 'উপবৃত্তাকার' 'বৃত্তাকার'],A
acb4c673-3fb8-48de-833d-5829ba8a29ca-60771,একটি আলোক রশ্মির তরঙ্গদৈর্ঘ্য বায়ুতে 480 nm হলে কাঁচে (μ=1.5) তরঙ্গদৈর্ঘ্য কত?,['480 nm' '380 nm' '320 nm' '120 nm'],C
aa991c25-f1d3-4dcb-b7a2-bfd54b753f3f-146730,m ভরের একটি বস্তু h উচ্চতা থেকে ভূমিতে পড়ল। ভূমি থেকে কত উচ্চতায় গতিশক্তি বিভবশক্তির তিনগুণ হবে? ,['2h32h3' 'h2h2' '`h/3`' '`h/4`'],C
c534da6d-8706-43b8-b731-434a0a8f2a2b-109172,G= গ্যালভানোমিটার এর রোধ এবং S =শান্টের রোধ হলে শান্ট গুণক হবে-,['`(S+G)/S`' '`S/(S+G)`' '`(S+G)/G`' '`G/(S+G)`'],B
19adb407-2f9b-4a05-a01a-a9f2efa626bb-65232,R ও 4R ব্যাসার্ধের বৃত্তাকার কক্ষপথে প্রদক্ষিণরত দুটি কৃত্রিম উপগ্রহের পর্যয়কালের অনুপাত হবে ?--,['8 :1' '4:2' '1 :4' '1 : 8'],D
36ed28e7-2a85-4ed9-a80e-0859a1ce5180-93341,ক্ষমতার মাত্রা সমীকরণ নিচের কোনটি?,['`[ML^2T^3]`' '`[ML^2T^-3]`' '`[ML^2T^-2]`' '`[ML^3T^-2]`'],B
ce8e770a-c7d6-422c-8a66-634f1ba980ae-95602,যদি 1 ক্যালরি তাপ সম্পূর্ণভাবে কাজে রুপান্তরিত হয় তাহলে কাজের পরিমাণ কত?,['4.2 J' '4.8 J' '8.2 J' '8.4 J'],A
c3d235d3-f3f1-428e-8269-4c48c37095ac-45409,100g ভর ও -30°C তাপমাত্রার একটি বরফ খন্ডকে তাপ প্রয়োগ করে গলানো শুরু করা হলো। 70s পরে বরফ খন্ড গলে গেলে তার তাপমাত্রা কত?,['0°C' '60°C' '40°C' '20°C'],A
f1d41f03-4f78-4d61-966c-8dfa46daf44d-20369,"3Ω,4Ω এবং 12Ω রোধের সমান্তরাল সংযোগের ক্ষেত্রে সমতূল্য রোধ",['12Ω' '0.67Ω' '3Ω' '1.5Ω'],D
bcf3f906-5e27-467f-9f8c-a2e1a18c955b-3800,নিচের কোনটির গতিশক্তি সবচেয়ে বেশি?,['γ-ray ' 'β-ray ' 'α-ray ' 'Sound '],A
1674214f-4a29-4e11-8d1d-d15773dfae6c-17954,0°C তাপমাত্রায় 5 gm বরফকে 30°C তাপমাত্রার 20gm পানির সাথে মেশানো হল। মিশ্রণের তাপমাত্রা কোনটি হবে?,['18°C' '15°C' '8°C' '10°C'],C
48a6dce9-45a6-44ba-9421-db8d08e70e4d-89720,S = 1/3t3+ 3t; সুত্রানুসারে একটি বস্তু সরল রেখায় চলছে ; 4s পরে এর বেগ কত হবে ?,['9' '15' '19' '26'],C
3712680e-07ff-4d45-99d1-c4c20dc03e5b-45354,একটি 70W এর বাতি 8 min জ্বললে ব্যয়িত বিদ্যুৎ শক্তি হবে-,['1800 J' '16000 J' '33600 J' '30000 J'],C
d204b8a9-0f46-44f0-bd07-80f9506e3882-106958,20 N/C প্রাবল্যের একটি তড়িৎ ক্ষেত্রে 10 C চার্জ স্থাপন করা হলো। উক্ত চার্জের উপর বলের মান কত?,['100 N' '200 N' '150 N' '250 N'],B
a70d9ea0-6854-4456-9100-614e8ac9dc1f-102957,দশা পার্থক্য সমান-,"['2π/λ × পথ পার্থক্য ' '2πλ × পথ পার্থক্য ' '2πv × পথ পার্থক্য'
 'λ/2π × পথ পার্থক্য']",A
bb83e6ae-3b57-48e1-9645-8bf6b61a9d97-51852,কোনটি সবচেয়ে শক্তিশালী বল?,['মহাকর্ষ বল' 'তড়িৎ চুম্বকীয় বল' 'সবল নিউক্লীয় বল' 'দুর্বল নিউক্লীয় বল'],C
bac897be-c9e4-42e8-94f3-721de16e626c-67024,গাছের একটি আপেল পৃথিবীকে F' বলে আকর্ষণ করছে। পৃথিবী আপেলকে F বলে আকর্ষণ করছে। নিচের কোনটি সঠিক?,"[""F>>F'"" ""F=F'"" ""F<F'"" ""F>F'""]",B
c97d69a2-5f8d-4057-8dc3-507ed9eddd4a-99451,একটি ফুটবল হঠাৎ ফেটে গেলে বলের অভ্যন্তরের বায়ুর তাপমাত্রা ও আয়তন যথাক্রমে-,['কমবে এবং বাড়বে' 'বাড়বে এবং কমবে' 'কমবে এবং কমবে' 'বাড়বে এবং বাড়বে'],A
ea333f23-e960-4e29-bd46-331da304b053-143483,লোহার কুরী বিন্দু কোনটি?,['400°C' '570° C' '770°C' '1100° C'],C
8599b2ef-8df6-4035-9616-ef44d8152fa1-43025,আবিষ্ট তড়িচ্চালক শক্তির দিক সম্পর্কে ধারণা দেন কে?,['ওয়েরস্টেড' 'ফ্যারাড' 'লেঞ্জ' 'কির্শফ'],C
